angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,sharpness,snr,median_brightness,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.0,-11.995,-8.003,-12.0,-8.0,0.938,0.084,6.346,0.003,0.687,1837.477,18.232,0.69,18.824,0.153,0.255,0.005,0.683,-0.005,0.003
0.0,-12.004,10.993,-12.0,11.0,0.921,0.094,6.433,0.003,0.683,1892.033,17.199,0.686,19.109,0.144,0.322,0.011,0.689,0.004,0.007
0.0,-12.003,2.995,-12.0,3.0,0.943,0.091,6.398,0.003,0.684,1892.759,17.519,0.686,19.768,0.204,0.452,0.022,0.71,0.003,0.005
0.0,-11.991,3.999,-12.0,4.0,0.94,0.09,6.402,0.003,0.686,1855.779,17.627,0.69,19.779,0.184,0.434,0.017,0.703,-0.009,0.001
0.0,-12.991,-2.992,-13.0,-3.0,0.946,0.088,6.367,0.003,0.685,1897.708,17.818,0.686,19.095,0.17,0.338,0.009,0.689,-0.009,-0.008
0.0,-12.991,-8.0,-13.0,-8.0,0.934,0.084,6.346,0.003,0.691,1798.737,18.341,0.694,18.805,0.156,0.257,0.005,0.684,-0.009,-0.0
0.0,-12.994,0.999,-13.0,1.0,0.947,0.089,6.386,0.003,0.686,1862.677,17.692,0.69,19.64,0.203,0.436,0.021,0.712,-0.006,0.001
0.0,-13.981,-10.007,-14.0,-10.0,0.931,0.084,6.337,0.003,0.687,1881.886,18.286,0.69,18.716,0.163,0.244,0.006,0.678,-0.019,0.007
0.0,-13.983,-5.997,-14.0,-6.0,0.937,0.086,6.354,0.003,0.686,1855.56,18.042,0.69,18.802,0.143,0.269,0.005,0.686,-0.017,-0.003
0.0,-13.991,-6.989,-14.0,-7.0,0.933,0.085,6.351,0.003,0.688,1839.062,18.118,0.69,18.757,0.147,0.256,0.005,0.685,-0.009,-0.011
0.0,-0.984,-11.0,-1.0,-11.0,0.965,0.083,6.334,0.003,0.688,1867.685,18.362,0.69,19.303,0.173,0.312,0.007,0.69,-0.016,-0.0
0.0,-0.995,10.007,-1.0,10.0,0.965,0.095,6.435,0.003,0.683,1890.315,17.168,0.686,19.143,0.161,0.323,0.008,0.689,-0.005,-0.007
0.0,-0.991,11.991,-1.0,12.0,0.956,0.094,6.443,0.003,0.687,1845.059,17.266,0.69,18.931,0.175,0.307,0.008,0.687,-0.009,0.009
0.0,-0.988,0.996,-1.0,1.0,0.989,0.09,6.392,0.003,0.687,1874.36,17.67,0.69,22.446,0.379,0.823,0.134,0.819,-0.012,0.004
0.0,-0.99,3.995,-1.0,4.0,0.979,0.091,6.407,0.003,0.688,1847.672,17.569,0.69,20.547,0.176,0.525,0.029,0.717,-0.01,0.005
0.0,-0.992,5.997,-1.0,6.0,0.975,0.091,6.417,0.003,0.691,1840.348,17.578,0.694,20.148,0.196,0.457,0.018,0.703,-0.008,0.003
0.0,-0.989,8.012,-1.0,8.0,0.97,0.094,6.426,0.003,0.684,1892.286,17.273,0.686,19.52,0.16,0.368,0.01,0.693,-0.011,-0.012
0.0,-1.976,-12.998,-2.0,-13.0,0.956,0.083,6.324,0.003,0.685,1881.964,18.356,0.686,19.011,0.15,0.271,0.006,0.685,-0.024,-0.002
0.0,-1.982,-14.005,-2.0,-14.0,0.955,0.081,6.319,0.003,0.688,1850.342,18.527,0.69,18.972,0.148,0.261,0.006,0.683,-0.018,0.005
0.0,-1.991,11.0,-2.0,11.0,0.955,0.095,6.438,0.003,0.684,1889.361,17.178,0.686,19.05,0.169,0.321,0.009,0.688,-0.009,0.0
0.0,-1.995,1.002,-2.0,1.0,0.985,0.089,6.391,0.003,0.687,1835.137,17.745,0.69,21.88,0.318,0.734,0.098,0.784,-0.005,-0.002
0.0,-2.99,0.001,-3.0,0.0,0.981,0.089,6.385,0.003,0.687,1877.287,17.729,0.69,21.524,0.289,0.672,0.072,0.764,-0.01,-0.001
0.0,-3.989,-1.999,-4.0,-2.0,0.973,0.088,6.375,0.003,0.687,1882.437,17.841,0.69,20.466,0.161,0.513,0.024,0.718,-0.011,-0.001
0.0,-3.983,-3.998,-4.0,-4.0,0.969,0.086,6.365,0.003,0.688,1833.575,18.022,0.69,20.224,0.197,0.464,0.015,0.705,-0.017,-0.002
0.0,-3.993,9.997,-4.0,10.0,0.951,0.094,6.431,0.003,0.685,1847.928,17.298,0.69,19.215,0.152,0.337,0.011,0.69,-0.007,0.003
0.0,-4.003,0.996,-4.0,1.0,0.975,0.089,6.389,0.003,0.691,1817.378,17.83,0.694,21.162,0.269,0.629,0.059,0.751,0.003,0.004
0.0,-3.995,7.003,-4.0,7.0,0.959,0.093,6.419,0.003,0.684,1888.922,17.32,0.686,19.861,0.202,0.439,0.019,0.702,-0.005,-0.003
0.0,-4.981,-10.005,-5.0,-10.0,0.955,0.083,6.335,0.003,0.688,1816.34,18.381,0.69,19.172,0.156,0.27,0.006,0.686,-0.019,0.005
0.0,-4.992,-3.993,-5.0,-4.0,0.964,0.088,6.363,0.003,0.685,1878.073,17.871,0.686,20.002,0.194,0.443,0.012,0.701,-0.008,-0.007
0.0,-4.994,12.0,-5.0,12.0,0.938,0.095,6.438,0.003,0.684,1880.789,17.165,0.686,18.996,0.167,0.325,0.01,0.684,-0.006,0.0
0.0,-4.997,7.005,-5.0,7.0,0.955,0.093,6.417,0.003,0.684,1889.162,17.326,0.686,19.873,0.211,0.448,0.022,0.707,-0.003,-0.005
0.0,-5.977,-14.001,-6.0,-14.0,0.941,0.081,6.317,0.003,0.687,1838.403,18.536,0.69,18.895,0.157,0.244,0.006,0.679,-0.023,0.001
0.0,-5.993,-5.004,-6.0,-5.0,0.957,0.086,6.359,0.003,0.688,1834.137,18.066,0.69,19.713,0.185,0.394,0.01,0.698,-0.007,0.004
0.0,-6.001,2.994,-6.0,3.0,0.961,0.09,6.399,0.003,0.687,1839.033,17.667,0.69,20.354,0.194,0.515,0.028,0.721,0.001,0.006
0.0,-6.991,-0.001,-7.0,0.0,0.965,0.088,6.384,0.003,0.687,1848.718,17.806,0.69,20.389,0.229,0.535,0.027,0.726,-0.009,0.001
0.0,-6.98,-14.006,-7.0,-14.0,0.937,0.081,6.319,0.003,0.687,1855.129,18.527,0.69,18.865,0.158,0.24,0.006,0.677,-0.02,0.006
0.0,-6.986,-2.996,-7.0,-3.0,0.961,0.088,6.37,0.003,0.685,1910.924,17.811,0.686,19.744,0.173,0.423,0.011,0.703,-0.014,-0.004
0.0,-6.991,-4.993,-7.0,-5.0,0.953,0.087,6.36,0.003,0.685,1897.465,17.905,0.686,19.493,0.176,0.371,0.009,0.697,-0.009,-0.007
0.0,-6.995,8.005,-7.0,8.0,0.944,0.092,6.422,0.003,0.686,1849.388,17.438,0.69,19.683,0.196,0.417,0.019,0.7,-0.005,-0.005
0.0,-7.999,13.001,-8.0,13.0,0.924,0.094,6.443,0.003,0.687,1854.851,17.249,0.69,19.047,0.184,0.337,0.013,0.686,-0.001,-0.001
0.0,-8.996,13.001,-9.0,13.0,0.92,0.094,6.444,0.003,0.685,1892.017,17.21,0.69,19.059,0.187,0.342,0.014,0.685,-0.004,-0.001
0.0,-8.989,1.002,-9.0,1.0,0.958,0.09,6.389,0.003,0.686,1888.683,17.68,0.69,20.174,0.248,0.519,0.032,0.727,-0.011,-0.002
0.0,10.004,-12.001,10.0,-12.0,0.936,0.082,6.327,0.003,0.69,1789.592,18.528,0.69,19.458,0.184,0.366,0.016,0.688,-0.004,0.001
0.0,9.999,-5.015,10.0,-5.0,0.946,0.086,6.363,0.003,0.689,1797.666,18.072,0.694,19.923,0.184,0.439,0.017,0.703,0.001,0.015
0.0,10.003,-9.017,10.0,-9.0,0.94,0.084,6.343,0.003,0.69,1805.84,18.272,0.69,19.561,0.166,0.379,0.013,0.693,-0.003,0.017
0.0,9.999,10.98,10.0,11.0,0.931,0.094,6.447,0.003,0.687,1799.477,17.298,0.694,18.426,0.163,0.235,0.006,0.679,0.001,0.02
0.0,10.004,1.984,10.0,2.0,0.955,0.09,6.401,0.003,0.688,1819.545,17.621,0.694,19.417,0.159,0.387,0.011,0.702,-0.004,0.016
0.0,11.005,-11.01,11.0,-11.0,0.937,0.084,6.332,0.003,0.687,1836.48,18.303,0.686,19.369,0.151,0.347,0.012,0.687,-0.005,0.01
0.0,11.004,-2.01,11.0,-2.0,0.954,0.088,6.379,0.003,0.689,1804.713,17.912,0.694,20.031,0.241,0.492,0.031,0.719,-0.004,0.01
0.0,10.996,-8.015,11.0,-8.0,0.938,0.084,6.348,0.003,0.693,1755.445,18.359,0.694,19.702,0.202,0.407,0.017,0.697,0.004,0.015
0.0,10.997,-9.014,11.0,-9.0,0.938,0.085,6.342,0.003,0.687,1839.793,18.162,0.686,19.502,0.168,0.374,0.013,0.693,0.003,0.014
0.0,11.999,-11.005,12.0,-11.0,0.935,0.084,6.334,0.003,0.686,1848.357,18.264,0.686,19.312,0.143,0.339,0.011,0.687,0.001,0.005
0.0,11.995,10.983,12.0,11.0,0.927,0.095,6.449,0.003,0.685,1843.703,17.136,0.69,18.272,0.159,0.23,0.007,0.678,0.005,0.017
0.0,11.998,12.989,12.0,13.0,0.922,0.096,6.458,0.003,0.684,1851.938,17.076,0.686,18.134,0.159,0.226,0.008,0.677,0.002,0.011
0.0,11.987,0.984,12.0,1.0,0.951,0.089,6.398,0.003,0.692,1788.282,17.801,0.698,19.4,0.158,0.39,0.012,0.7,0.013,0.016
0.0,11.996,4.993,12.0,5.0,0.943,0.093,6.421,0.003,0.685,1865.799,17.365,0.69,18.834,0.158,0.297,0.006,0.689,0.004,0.007
0.0,12.002,5.991,12.0,6.0,0.936,0.093,6.427,0.003,0.687,1852.0,17.394,0.694,18.705,0.145,0.271,0.005,0.687,-0.002,0.009
0.0,11.999,6.986,12.0,7.0,0.937,0.094,6.43,0.003,0.685,1858.046,17.275,0.69,18.56,0.142,0.251,0.005,0.687,0.001,0.014
0.0,13.006,-13.01,13.0,-13.0,0.925,0.082,6.324,0.003,0.687,1843.276,18.416,0.686,19.267,0.162,0.336,0.011,0.683,-0.006,0.01
0.0,13.0,-1.001,13.0,-1.0,0.948,0.089,6.388,0.003,0.69,1822.206,17.795,0.694,19.665,0.202,0.437,0.021,0.712,0.0,0.001
0.0,13.002,-2.008,13.0,-2.0,0.946,0.089,6.382,0.003,0.687,1867.134,17.746,0.69,19.732,0.222,0.455,0.027,0.713,-0.002,0.008
0.0,13.004,-4.009,13.0,-4.0,0.941,0.087,6.37,0.003,0.689,1802.686,18.02,0.694,19.708,0.18,0.425,0.016,0.7,-0.004,0.009
0.0,12.999,-6.019,13.0,-6.0,0.936,0.087,6.358,0.003,0.687,1828.635,17.963,0.69,19.639,0.181,0.406,0.014,0.699,0.001,0.019
0.0,13.005,6.994,13.0,7.0,0.934,0.093,6.433,0.003,0.688,1819.23,17.385,0.694,18.547,0.144,0.248,0.005,0.686,-0.005,0.006
0.0,1.001,-0.007,1.0,0.0,0.989,0.089,6.387,0.003,0.688,1831.12,17.794,0.69,24.008,0.548,0.897,0.198,0.855,-0.001,0.007
0.0,0.994,10.995,1.0,11.0,0.96,0.095,6.44,0.003,0.684,1877.821,17.173,0.686,18.964,0.171,0.298,0.008,0.69,0.006,0.005
0.0,1.999,-3.995,2.0,-4.0,0.98,0.086,6.366,0.003,0.688,1823.125,18.018,0.69,20.585,0.184,0.533,0.031,0.719,0.001,-0.005
0.0,1.998,1.003,2.0,1.0,0.986,0.09,6.393,0.003,0.689,1825.025,17.699,0.69,21.455,0.239,0.682,0.07,0.76,0.002,-0.003
0.0,1.997,4.0,2.0,4.0,0.98,0.091,6.409,0.003,0.687,1827.899,17.596,0.69,20.405,0.181,0.492,0.02,0.706,0.003,0.0
0.0,1.998,4.993,2.0,5.0,0.975,0.092,6.414,0.003,0.688,1839.992,17.506,0.69,20.233,0.207,0.467,0.017,0.704,0.002,0.007
0.0,3.004,-10.011,3.0,-10.0,0.964,0.083,6.337,0.003,0.689,1798.815,18.383,0.69,19.469,0.159,0.35,0.01,0.689,-0.004,0.011
0.0,3.001,-11.005,3.0,-11.0,0.96,0.084,6.332,0.003,0.686,1849.346,18.288,0.686,19.347,0.169,0.341,0.009,0.688,-0.001,0.005
0.0,3.001,-2.005,3.0,-2.0,0.983,0.088,6.376,0.003,0.688,1815.401,17.914,0.69,21.143,0.247,0.628,0.055,0.743,-0.001,0.005
0.0,2.994,-7.005,3.0,-7.0,0.968,0.086,6.351,0.003,0.688,1816.783,18.1,0.69,19.977,0.195,0.446,0.016,0.701,0.006,0.005
0.0,2.994,3.994,3.0,4.0,0.975,0.092,6.409,0.003,0.685,1867.015,17.444,0.686,20.23,0.186,0.477,0.017,0.704,0.006,0.006
0.0,3.997,-1.005,4.0,-1.0,0.978,0.089,6.383,0.003,0.686,1874.85,17.695,0.686,21.118,0.266,0.631,0.058,0.752,0.003,0.005
0.0,3.99,10.987,4.0,11.0,0.952,0.095,6.443,0.003,0.684,1858.107,17.161,0.686,18.766,0.16,0.263,0.007,0.687,0.01,0.013
0.0,4.999,-0.008,5.0,0.0,0.975,0.089,6.389,0.003,0.688,1856.38,17.723,0.69,20.838,0.242,0.587,0.039,0.735,0.001,0.008
0.0,5.004,-13.006,5.0,-13.0,0.946,0.082,6.324,0.003,0.687,1860.211,18.409,0.686,19.254,0.174,0.333,0.01,0.685,-0.004,0.006
0.0,5.004,-7.005,5.0,-7.0,0.958,0.086,6.353,0.003,0.686,1849.767,18.017,0.686,19.974,0.212,0.455,0.022,0.707,-0.004,0.005
0.0,5.003,0.995,5.0,1.0,0.975,0.091,6.394,0.003,0.686,1864.015,17.586,0.686,20.518,0.188,0.536,0.026,0.72,-0.003,0.005
0.0,4.997,2.991,5.0,3.0,0.97,0.092,6.406,0.003,0.685,1873.366,17.491,0.69,20.097,0.179,0.46,0.015,0.707,0.003,0.009
0.0,4.997,7.993,5.0,8.0,0.955,0.093,6.43,0.003,0.686,1855.07,17.338,0.69,19.058,0.136,0.286,0.006,0.691,0.003,0.007
0.0,6.0,-0.006,6.0,0.0,0.972,0.089,6.389,0.003,0.689,1832.922,17.755,0.69,20.612,0.236,0.562,0.032,0.73,0.0,0.006
0.0,5.995,-2.005,6.0,-2.0,0.97,0.088,6.379,0.003,0.688,1867.129,17.843,0.69,20.548,0.232,0.557,0.033,0.727,0.005,0.005
0.0,7.006,-10.01,7.0,-10.0,0.949,0.083,6.337,0.003,0.693,1797.704,18.471,0.694,19.558,0.174,0.379,0.016,0.693,-0.006,0.01
0.0,7.005,-12.01,7.0,-12.0,0.942,0.082,6.327,0.003,0.69,1805.456,18.476,0.69,19.397,0.178,0.358,0.012,0.686,-0.005,0.01
0.0,7.003,-2.006,7.0,-2.0,0.966,0.087,6.378,0.003,0.693,1814.685,17.995,0.694,20.461,0.238,0.544,0.032,0.723,-0.003,0.006
0.0,7.002,-3.001,7.0,-3.0,0.961,0.088,6.373,0.003,0.688,1856.178,17.902,0.69,20.251,0.197,0.508,0.025,0.714,-0.002,0.001
0.0,7.007,-8.004,7.0,-8.0,0.951,0.086,6.347,0.003,0.687,1851.539,18.094,0.686,19.763,0.196,0.422,0.018,0.7,-0.007,0.004
0.0,7.01,-9.013,7.0,-9.0,0.951,0.084,6.342,0.003,0.69,1812.035,18.273,0.69,19.654,0.18,0.395,0.018,0.698,-0.01,0.013
0.0,7.001,5.988,7.0,6.0,0.955,0.091,6.422,0.003,0.691,1815.142,17.566,0.698,19.237,0.156,0.326,0.006,0.692,-0.001,0.012
0.0,7.001,8.988,7.0,9.0,0.948,0.094,6.436,0.003,0.686,1849.19,17.302,0.692,18.733,0.144,0.248,0.005,0.683,-0.001,0.012
0.0,7.992,-0.005,8.0,0.0,0.973,0.09,6.39,0.003,0.686,1867.338,17.639,0.686,20.131,0.212,0.509,0.024,0.72,0.008,0.005
0.0,8.005,-12.014,8.0,-12.0,0.94,0.082,6.327,0.003,0.689,1835.403,18.454,0.69,19.423,0.187,0.366,0.014,0.685,-0.005,0.014
0.0,8.0,-6.011,8.0,-6.0,0.952,0.087,6.357,0.003,0.686,1844.496,17.936,0.686,19.889,0.191,0.444,0.018,0.703,0.0,0.011
0.0,7.998,5.989,8.0,6.0,0.95,0.093,6.422,0.003,0.684,1878.064,17.296,0.69,19.051,0.153,0.309,0.006,0.69,0.002,0.011
0.0,7.995,6.99,8.0,7.0,0.948,0.092,6.427,0.003,0.687,1821.351,17.444,0.69,18.937,0.14,0.28,0.005,0.689,0.005,0.01
0.0,9.011,-10.01,9.0,-10.0,0.943,0.083,6.337,0.003,0.689,1799.752,18.396,0.69,19.544,0.168,0.375,0.016,0.691,-0.011,0.01
0.0,8.995,10.988,9.0,11.0,0.935,0.095,6.445,0.003,0.685,1858.458,17.154,0.69,18.422,0.16,0.235,0.006,0.679,0.005,0.012
0.0,9.006,5.99,9.0,6.0,0.948,0.092,6.423,0.003,0.688,1816.813,17.484,0.694,18.995,0.151,0.299,0.006,0.689,-0.006,0.01
0.0,8.998,6.984,9.0,7.0,0.947,0.094,6.428,0.003,0.685,1870.017,17.288,0.69,18.776,0.136,0.269,0.005,0.688,0.002,0.016
0.0,-0.0,-0.0,0.0,0.0,1.0,0.107,6.63,0.006,0.627,1270.044,15.394,0.631,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.001,-9.995,0.0,-10.0,0.87,0.106,6.622,0.006,0.635,1255.792,15.548,0.643,18.231,0.165,0.334,0.03,0.686,-0.001,-0.005
0.0,0.008,-11.984,0.0,-12.0,0.86,0.107,6.621,0.006,0.626,1265.749,15.377,0.631,18.181,0.148,0.326,0.028,0.676,-0.008,-0.016
0.0,0.027,-13.98,0.0,-14.0,0.873,0.106,6.622,0.006,0.64,1259.945,15.602,0.647,18.091,0.135,0.315,0.026,0.668,-0.027,-0.02
0.0,0.002,-7.996,0.0,-8.0,0.977,0.106,6.625,0.006,0.627,1263.215,15.417,0.631,18.171,0.14,0.325,0.032,0.694,-0.002,-0.004
0.0,0.024,10.008,0.0,10.0,0.884,0.114,6.62,0.007,0.613,1432.796,14.646,0.62,17.91,0.157,0.325,0.029,0.685,-0.024,-0.008
0.0,0.024,2.008,0.0,2.0,0.908,0.106,6.628,0.006,0.64,1266.929,15.586,0.647,18.422,0.117,0.547,0.091,0.784,-0.024,-0.008
0.0,0.001,2.986,0.0,3.0,0.893,0.106,6.628,0.006,0.631,1262.928,15.471,0.635,18.033,0.053,0.372,0.062,0.757,-0.001,0.014
0.0,0.002,4.007,0.0,4.0,0.884,0.107,6.627,0.006,0.625,1268.081,15.357,0.631,18.458,0.158,0.388,0.05,0.728,-0.002,-0.007
0.0,-10.011,-0.985,-10.0,-1.0,0.873,0.106,6.623,0.006,0.632,1257.084,15.492,0.635,18.185,0.185,0.366,0.017,0.683,0.011,-0.015
0.0,-9.984,-2.968,-10.0,-3.0,0.868,0.107,6.623,0.006,0.631,1291.744,15.379,0.635,17.613,0.087,0.268,0.011,0.671,-0.016,-0.032
0.0,-9.997,-5.998,-10.0,-6.0,0.867,0.105,6.619,0.006,0.639,1240.844,15.687,0.643,17.611,0.121,0.257,0.009,0.66,-0.003,-0.002
0.0,-9.997,6.021,-10.0,6.0,0.861,0.104,6.618,0.006,0.624,1218.476,15.521,0.627,17.694,0.12,0.252,0.01,0.667,-0.003,-0.021
0.0,-10.98,-11.965,-11.0,-12.0,0.842,0.105,6.617,0.006,0.628,1220.918,15.578,0.635,17.404,0.1,0.201,0.008,0.652,-0.02,-0.035
0.0,-11.006,-0.98,-11.0,-1.0,0.868,0.105,6.624,0.006,0.636,1225.278,15.661,0.643,18.083,0.177,0.348,0.016,0.677,0.006,-0.02
0.0,-10.988,-4.983,-11.0,-5.0,0.862,0.108,6.62,0.006,0.63,1303.76,15.337,0.635,17.451,0.103,0.233,0.009,0.659,-0.012,-0.017
0.0,-11.008,-7.996,-11.0,-8.0,0.861,0.106,6.62,0.006,0.632,1251.518,15.51,0.635,17.428,0.101,0.221,0.008,0.655,0.008,-0.004
0.0,-11.008,1.016,-11.0,1.0,0.874,0.105,6.623,0.006,0.636,1226.607,15.674,0.643,17.783,0.114,0.303,0.013,0.674,0.008,-0.016
0.0,-11.97,-3.992,-12.0,-4.0,0.862,0.106,6.623,0.006,0.632,1259.296,15.498,0.635,17.377,0.077,0.217,0.008,0.663,-0.03,-0.008
0.0,-12.001,-8.977,-12.0,-9.0,0.85,0.107,6.619,0.006,0.635,1283.577,15.459,0.639,17.186,0.077,0.183,0.007,0.656,0.001,-0.023
0.0,-12.008,1.017,-12.0,1.0,0.871,0.105,6.623,0.006,0.635,1241.214,15.614,0.639,17.654,0.108,0.284,0.012,0.673,0.008,-0.017
0.0,-11.991,2.025,-12.0,2.0,0.878,0.106,6.621,0.006,0.636,1260.907,15.565,0.643,17.485,0.09,0.257,0.01,0.671,-0.009,-0.025
0.0,-12.002,7.007,-12.0,7.0,0.856,0.108,6.619,0.006,0.632,1301.605,15.342,0.639,17.292,0.096,0.209,0.008,0.66,0.002,-0.007
0.0,-12.983,-11.982,-13.0,-12.0,0.839,0.106,6.618,0.006,0.626,1263.305,15.405,0.631,17.145,0.094,0.174,0.007,0.656,-0.017,-0.018
0.0,-12.996,-12.993,-13.0,-13.0,0.834,0.109,6.618,0.006,0.64,1316.628,15.403,0.643,17.002,0.081,0.17,0.007,0.653,-0.004,-0.007
0.0,-12.998,-0.991,-13.0,-1.0,0.871,0.106,6.624,0.006,0.633,1252.973,15.545,0.639,17.773,0.156,0.307,0.015,0.679,-0.002,-0.009
0.0,-12.995,-5.978,-13.0,-6.0,0.872,0.106,6.619,0.006,0.626,1269.991,15.402,0.631,17.267,0.095,0.213,0.008,0.661,-0.005,-0.022
0.0,-12.991,2.994,-13.0,3.0,0.859,0.109,6.622,0.006,0.64,1320.35,15.395,0.643,17.225,0.091,0.234,0.009,0.671,-0.009,0.006
0.0,-12.98,4.001,-13.0,4.0,0.861,0.106,6.621,0.006,0.626,1264.438,15.397,0.631,17.363,0.104,0.235,0.009,0.67,-0.02,-0.001
0.0,-13.997,0.01,-14.0,0.0,0.877,0.106,6.623,0.006,0.628,1260.621,15.438,0.631,17.605,0.137,0.282,0.014,0.68,-0.003,-0.01
0.0,-13.996,-11.984,-14.0,-12.0,0.843,0.107,6.617,0.006,0.633,1272.188,15.465,0.639,17.028,0.09,0.164,0.007,0.656,-0.004,-0.016
0.0,-14.001,-13.981,-14.0,-14.0,0.875,0.106,6.612,0.006,0.635,1230.731,15.533,0.639,17.054,0.078,0.164,0.007,0.65,0.001,-0.019
0.0,-14.015,-1.99,-14.0,-2.0,0.865,0.107,6.624,0.006,0.633,1284.123,15.433,0.639,17.387,0.099,0.245,0.011,0.674,0.015,-0.01
0.0,-13.988,11.998,-14.0,12.0,0.844,0.114,6.614,0.007,0.607,1429.986,14.553,0.612,16.839,0.088,0.184,0.008,0.65,-0.012,0.002
0.0,-13.992,7.018,-14.0,7.0,0.857,0.108,6.618,0.006,0.63,1288.035,15.345,0.635,17.08,0.072,0.171,0.007,0.663,-0.008,-0.018
0.0,-1.01,-3.991,-1.0,-4.0,0.884,0.106,6.627,0.006,0.635,1266.384,15.526,0.643,18.278,0.123,0.36,0.031,0.706,0.01,-0.009
0.0,-0.99,-4.985,-1.0,-5.0,0.877,0.108,6.625,0.006,0.632,1321.279,15.306,0.639,18.27,0.146,0.365,0.027,0.695,-0.01,-0.015
0.0,-0.993,9.995,-1.0,10.0,0.875,0.113,6.619,0.006,0.608,1407.524,14.65,0.616,17.894,0.158,0.325,0.031,0.684,-0.007,0.005
0.0,-1.993,-2.965,-2.0,-3.0,0.883,0.108,6.627,0.006,0.631,1298.611,15.352,0.635,17.901,0.028,0.308,0.024,0.698,-0.007,-0.035
0.0,-2.001,-3.99,-2.0,-4.0,0.88,0.105,6.627,0.006,0.63,1247.142,15.528,0.635,18.139,0.085,0.321,0.019,0.682,0.001,-0.01
0.0,-2.004,-5.997,-2.0,-6.0,0.882,0.105,6.623,0.006,0.639,1246.584,15.662,0.643,18.091,0.114,0.316,0.015,0.671,0.004,-0.003
0.0,-2.987,-2.983,-3.0,-3.0,0.888,0.107,6.627,0.006,0.634,1276.192,15.471,0.639,17.918,0.035,0.289,0.017,0.681,-0.013,-0.017
0.0,-2.989,13.005,-3.0,13.0,0.859,0.113,6.618,0.007,0.61,1405.038,14.659,0.616,17.651,0.108,0.279,0.019,0.659,-0.011,-0.005
0.0,-3.009,7.99,-3.0,8.0,0.873,0.106,6.622,0.006,0.63,1260.09,15.444,0.635,17.856,0.084,0.264,0.014,0.665,0.009,0.01
0.0,-4.006,-0.983,-4.0,-1.0,0.885,0.108,6.629,0.006,0.635,1297.388,15.405,0.639,18.685,0.176,0.473,0.031,0.697,0.006,-0.017
0.0,-3.998,-4.995,-4.0,-5.0,0.871,0.107,6.625,0.006,0.633,1287.615,15.429,0.639,17.809,0.071,0.262,0.009,0.665,-0.002,-0.005
0.0,-4.009,-6.977,-4.0,-7.0,0.87,0.105,6.624,0.006,0.635,1240.762,15.603,0.639,17.809,0.08,0.243,0.008,0.66,0.009,-0.023
0.0,-3.993,-7.99,-4.0,-8.0,0.869,0.109,6.624,0.006,0.643,1324.028,15.43,0.651,17.512,0.056,0.212,0.007,0.656,-0.007,-0.01
0.0,-3.998,2.027,-4.0,2.0,0.893,0.106,6.625,0.006,0.636,1264.657,15.542,0.643,17.997,0.04,0.318,0.019,0.684,-0.002,-0.027
0.0,-4.016,5.994,-4.0,6.0,0.878,0.106,6.622,0.006,0.627,1252.45,15.44,0.631,17.955,0.099,0.28,0.01,0.663,0.016,0.006
0.0,-5.006,-10.977,-5.0,-11.0,0.853,0.107,6.62,0.006,0.628,1271.92,15.386,0.635,17.675,0.096,0.232,0.008,0.651,0.006,-0.023
0.0,-4.995,-1.976,-5.0,-2.0,0.879,0.106,6.627,0.006,0.633,1253.175,15.524,0.639,18.12,0.079,0.346,0.016,0.683,-0.005,-0.024
0.0,-4.989,8.992,-5.0,9.0,0.86,0.113,6.619,0.007,0.604,1428.973,14.529,0.612,17.281,0.063,0.216,0.008,0.652,-0.011,0.008
0.0,-6.003,0.009,-6.0,0.0,0.893,0.106,6.626,0.006,0.627,1261.325,15.424,0.631,18.504,0.175,0.424,0.022,0.689,0.003,-0.009
0.0,-6.023,-1.988,-6.0,-2.0,0.88,0.107,6.626,0.006,0.633,1285.443,15.419,0.639,18.017,0.089,0.336,0.014,0.678,0.023,-0.012
0.0,-5.998,-3.986,-6.0,-4.0,0.879,0.107,6.624,0.006,0.633,1282.064,15.431,0.639,17.724,0.067,0.25,0.009,0.667,-0.002,-0.014
0.0,-5.994,-8.964,-6.0,-9.0,0.864,0.106,6.62,0.006,0.634,1261.901,15.51,0.639,17.554,0.068,0.21,0.006,0.655,-0.006,-0.036
0.0,-6.01,9.997,-6.0,10.0,0.9,0.113,6.611,0.007,0.609,1386.916,14.618,0.616,17.383,0.092,0.23,0.009,0.65,0.01,0.003
0.0,-6.007,12.988,-6.0,13.0,0.857,0.114,6.616,0.007,0.607,1423.595,14.542,0.612,17.26,0.062,0.212,0.008,0.644,0.007,0.012
0.0,-6.998,0.004,-7.0,0.0,0.894,0.105,6.625,0.006,0.628,1227.361,15.543,0.635,18.447,0.176,0.406,0.02,0.687,-0.002,-0.004
0.0,-7.015,2.991,-7.0,3.0,0.879,0.107,6.622,0.006,0.633,1277.357,15.446,0.639,17.777,0.081,0.283,0.01,0.67,0.015,0.009
0.0,-7.991,-0.967,-8.0,-1.0,0.888,0.107,6.625,0.006,0.643,1268.229,15.602,0.647,18.268,0.185,0.393,0.018,0.688,-0.009,-0.033
