angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,median_brightness,sharpness,dynamic_range,snr,motion_magnitude,delta_response,delta_entropy,delta_gradient_energy,delta_sharpness,delta_motion_mag,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
3.5,1.036,-1.928,0.0,0.0,0.291,0.117,6.531,0.005,0.608,0.612,984.696,1.0,14.344,2.189,0.012,-0.002,-0.0,-8.523,-0.236,17.724,0.123,0.4,0.032,0.689,-1.036,1.928
3.6,0.972,-2.012,0.0,0.0,0.29,0.12,6.531,0.006,0.591,0.596,1046.774,1.0,13.837,2.234,-0.002,0.0,0.0,62.079,0.045,17.459,0.118,0.389,0.031,0.689,-0.972,2.012
3.7,1.634,-2.069,0.0,0.0,0.266,0.12,6.532,0.006,0.593,0.596,1047.929,1.0,13.906,2.637,-0.024,0.0,-0.0,1.154,0.403,17.462,0.117,0.383,0.03,0.689,-1.634,2.069
3.8,1.608,-2.038,0.0,0.0,0.268,0.115,6.532,0.005,0.619,0.624,971.198,1.0,14.609,2.596,0.002,0.0,-0.0,-76.731,-0.041,17.662,0.117,0.381,0.029,0.688,-1.608,2.038
3.9,1.677,-2.07,0.0,0.0,0.258,0.116,6.532,0.005,0.615,0.62,982.975,1.0,14.477,2.664,-0.011,-0.001,0.0,11.778,0.068,17.607,0.115,0.374,0.028,0.687,-1.677,2.07
4.0,0.705,0.947,0.0,0.0,0.167,0.119,6.53,0.006,0.605,0.612,1027.161,1.0,14.131,1.181,-0.091,-0.001,0.0,44.185,-1.483,17.469,0.112,0.366,0.027,0.686,-0.705,-0.947
4.1,1.016,-2.163,0.0,0.0,0.257,0.12,6.53,0.006,0.606,0.612,1045.024,1.0,14.061,2.39,0.09,-0.0,0.0,17.864,1.209,17.401,0.111,0.36,0.026,0.686,-1.016,2.163
4.2,1.731,-2.746,0.0,0.0,0.234,0.118,6.53,0.006,0.609,0.616,1006.417,1.0,14.274,3.246,-0.023,-0.0,-0.0,-38.607,0.856,17.474,0.113,0.359,0.026,0.685,-1.731,2.746
4.3,1.749,-2.744,0.0,0.0,0.23,0.125,6.529,0.006,0.592,0.596,1127.554,1.0,13.534,3.254,-0.004,-0.001,0.001,121.137,0.008,17.115,0.109,0.349,0.025,0.683,-1.749,2.744
4.4,0.943,-2.706,0.0,0.0,0.239,0.124,6.529,0.006,0.594,0.6,1108.77,1.0,13.622,2.866,0.009,0.0,-0.0,-18.784,-0.388,17.149,0.11,0.348,0.024,0.682,-0.943,2.706
4.5,0.337,-1.355,0.0,0.0,0.202,0.122,6.53,0.006,0.6,0.604,1083.895,1.0,13.84,1.396,-0.037,0.001,-0.0,-24.875,-1.47,17.241,0.113,0.349,0.024,0.682,-0.337,1.355
4.6,1.744,-2.814,0.0,0.0,0.237,0.122,6.529,0.006,0.595,0.6,1085.613,1.0,13.762,3.311,0.035,-0.0,0.0,1.718,1.914,17.198,0.115,0.347,0.023,0.681,-1.744,2.814
4.7,1.719,-2.803,0.0,0.0,0.226,0.123,6.53,0.006,0.596,0.6,1106.265,1.0,13.685,3.288,-0.011,0.001,0.0,20.651,-0.023,17.146,0.116,0.345,0.023,0.679,-1.719,2.803
4.8,1.678,-2.828,0.0,0.0,0.23,0.123,6.529,0.006,0.596,0.6,1099.249,1.0,13.694,3.288,0.004,-0.001,-0.0,-7.016,0.0,17.143,0.118,0.344,0.022,0.679,-1.678,2.828
4.9,0.369,-1.335,0.0,0.0,0.171,0.121,6.528,0.006,0.61,0.616,1052.424,1.0,14.069,1.385,-0.058,-0.001,-0.0,-46.825,-1.903,17.28,0.121,0.346,0.022,0.679,-0.369,1.335
5.0,0.384,-1.253,0.0,0.0,0.162,0.123,6.528,0.006,0.599,0.604,1083.855,1.0,13.777,1.31,-0.01,0.0,0.0,31.432,-0.074,17.169,0.122,0.343,0.022,0.679,-0.384,1.253
-5.0,-3.007,14.679,0.0,0.0,0.026,0.125,6.814,0.008,0.65,0.659,1986.38,1.0,14.299,14.984,0.03,0.0,-0.001,-132.043,-20.264,16.158,0.078,0.298,0.013,0.698,3.007,-14.679
-4.9,-3.842,35.038,0.0,0.0,-0.005,0.129,6.814,0.008,0.662,0.671,2118.423,1.0,14.183,35.248,0.001,-0.001,-0.0,-15.057,5.751,15.973,0.077,0.298,0.014,0.698,3.842,-35.038
-4.8,-3.871,29.242,0.0,0.0,-0.006,0.129,6.815,0.008,0.662,0.671,2133.48,1.0,14.181,29.497,-0.256,0.0,0.0,7.807,26.548,15.991,0.079,0.303,0.014,0.699,3.871,-29.242
-4.7,-2.892,0.578,0.0,0.0,0.25,0.129,6.815,0.008,0.657,0.667,2125.673,1.0,14.125,2.949,-0.001,-0.0,-0.0,-2.043,0.024,16.052,0.081,0.307,0.014,0.7,2.892,-0.578
-4.6,-2.874,0.547,0.0,0.0,0.252,0.129,6.815,0.008,0.657,0.667,2127.716,1.0,14.124,2.925,-0.008,-0.0,0.0,44.535,0.041,16.074,0.083,0.312,0.015,0.701,2.874,-0.547
-4.5,-2.837,0.518,0.0,0.0,0.259,0.128,6.816,0.008,0.647,0.655,2083.18,1.0,14.059,2.884,0.004,0.0,0.0,41.668,1.308,16.188,0.086,0.318,0.015,0.701,2.837,-0.518
-4.4,-1.481,-0.539,0.0,0.0,0.256,0.127,6.816,0.008,0.632,0.643,2041.512,1.0,13.934,1.576,-0.053,-0.0,-0.0,-91.509,-1.252,16.259,0.089,0.324,0.016,0.702,1.481,0.539
-4.3,-2.828,0.039,0.0,0.0,0.309,0.13,6.816,0.008,0.646,0.655,2133.021,1.0,13.94,2.828,0.033,-0.0,0.0,38.801,1.335,16.185,0.09,0.328,0.016,0.703,2.828,-0.039
-4.2,-1.41,-0.492,0.0,0.0,0.275,0.129,6.816,0.008,0.659,0.667,2094.22,1.0,14.183,1.493,-0.012,0.0,0.0,62.052,0.035,16.183,0.092,0.334,0.017,0.704,1.41,0.492
-4.1,-1.372,-0.495,0.0,0.0,0.288,0.127,6.816,0.008,0.65,0.659,2032.168,1.0,14.182,1.458,-0.014,0.002,0.001,137.439,-0.337,16.318,0.096,0.341,0.017,0.706,1.372,0.495
-4.0,-1.774,0.272,0.0,0.0,0.301,0.123,6.814,0.007,0.652,0.663,1894.73,1.0,14.487,1.795,-0.018,0.0,0.0,102.097,-0.02,16.468,0.1,0.35,0.018,0.707,1.774,-0.272
-3.9,-1.795,0.265,0.0,0.0,0.319,0.119,6.813,0.007,0.65,0.659,1792.633,1.0,14.712,1.815,-0.008,-0.001,-0.0,-39.647,0.025,16.62,0.104,0.359,0.019,0.707,1.795,-0.265
-3.8,-1.766,0.293,0.0,0.0,0.327,0.12,6.815,0.007,0.651,0.659,1832.28,1.0,14.652,1.79,-0.012,-0.0,-0.0,-19.699,-0.018,16.606,0.105,0.365,0.02,0.708,1.766,-0.293
-3.7,-1.779,0.322,0.0,0.0,0.339,0.121,6.815,0.007,0.645,0.655,1851.98,1.0,14.534,1.808,-0.013,0.001,-0.001,-162.911,0.007,16.638,0.106,0.37,0.021,0.709,1.779,-0.322
-3.6,-1.777,0.295,0.0,0.0,0.352,0.126,6.814,0.008,0.661,0.671,2014.89,1.0,14.366,1.801,-0.02,0.002,0.0,43.656,-0.018,16.406,0.105,0.373,0.021,0.711,1.777,-0.295
-3.5,-1.783,0.362,0.0,0.0,0.372,0.126,6.813,0.008,0.658,0.667,1971.235,1.0,14.376,1.819,0.007,0.001,0.0,3.176,0.59,16.483,0.107,0.379,0.022,0.713,1.783,-0.362
-3.4,-1.182,-0.334,0.0,0.0,0.365,0.126,6.812,0.008,0.653,0.663,1968.058,1.0,14.318,1.229,-0.016,-0.002,-0.001,-159.245,0.002,16.538,0.107,0.385,0.023,0.715,1.182,0.334
-3.3,-1.181,-0.333,0.0,0.0,0.381,0.13,6.814,0.008,0.66,0.671,2127.303,1.0,14.129,1.227,-0.081,-0.001,0.0,90.683,0.908,16.38,0.108,0.389,0.024,0.716,1.181,0.333
-3.2,-0.29,0.132,0.0,0.0,0.462,0.127,6.815,0.008,0.665,0.675,2036.62,1.0,14.415,0.319,-0.019,0.002,-0.0,-72.354,-0.008,16.473,0.111,0.398,0.025,0.718,0.29,-0.132
-3.1,-0.304,0.119,0.0,0.0,0.481,0.129,6.813,0.008,0.671,0.678,2108.974,1.0,14.312,0.326,-0.02,0.001,0.001,135.782,-0.026,16.352,0.112,0.403,0.026,0.719,0.304,-0.119
-3.0,-0.331,0.12,0.0,0.0,0.501,0.125,6.812,0.008,0.65,0.659,1973.191,1.0,14.315,0.353,-0.026,-0.001,0.0,4.394,-0.016,16.706,0.116,0.414,0.028,0.721,0.331,-0.12
-2.9,-0.353,0.106,0.0,0.0,0.527,0.125,6.813,0.008,0.652,0.663,1968.797,1.0,14.372,0.368,-0.021,-0.002,-0.0,-52.076,0.028,16.748,0.119,0.422,0.029,0.723,0.353,-0.106
-2.8,-0.327,0.093,0.0,0.0,0.548,0.125,6.815,0.008,0.646,0.655,2020.873,1.0,14.236,0.34,-0.017,0.001,-0.0,-77.496,0.016,16.787,0.121,0.43,0.031,0.726,0.327,-0.093
-2.7,-0.315,0.078,0.0,0.0,0.565,0.128,6.815,0.008,0.665,0.675,2098.37,1.0,14.303,0.324,0.046,0.003,0.001,174.901,-0.78,16.602,0.123,0.436,0.032,0.727,0.315,-0.078
-2.6,-1.04,0.373,0.0,0.0,0.52,0.123,6.811,0.008,0.668,0.678,1923.468,1.0,14.667,1.104,-0.027,-0.001,0.0,15.135,0.06,16.76,0.128,0.448,0.034,0.729,1.04,-0.373
-2.5,-0.97,0.386,0.0,0.0,0.547,0.123,6.812,0.007,0.657,0.667,1908.333,1.0,14.549,1.044,-0.026,-0.001,-0.001,-148.844,0.061,16.943,0.132,0.458,0.036,0.731,0.97,-0.386
-2.4,-0.909,0.376,0.0,0.0,0.573,0.127,6.813,0.008,0.667,0.675,2057.177,1.0,14.37,0.983,-0.022,-0.0,0.0,0.609,0.025,16.747,0.133,0.466,0.038,0.734,0.909,-0.376
-2.3,-0.882,0.375,0.0,0.0,0.595,0.127,6.813,0.008,0.653,0.663,2056.568,1.0,14.194,0.959,-0.097,0.003,0.0,88.783,0.65,16.932,0.138,0.477,0.041,0.737,0.882,-0.375
-2.2,-0.308,-0.004,0.0,0.0,0.692,0.126,6.811,0.008,0.658,0.667,1967.785,1.0,14.39,0.308,0.01,-0.0,0.0,63.288,-0.459,17.03,0.144,0.491,0.044,0.739,0.308,0.004
-2.1,-0.766,0.04,0.0,0.0,0.683,0.123,6.811,0.008,0.646,0.655,1904.498,1.0,14.39,0.767,-0.023,-0.002,0.0,-8.287,0.086,17.241,0.151,0.505,0.047,0.743,0.766,-0.04
-2.0,-0.679,0.055,0.0,0.0,0.706,0.123,6.813,0.007,0.635,0.643,1912.784,1.0,14.259,0.681,-0.021,-0.002,-0.0,-16.891,0.047,17.338,0.157,0.52,0.051,0.746,0.679,-0.055
-1.9,-0.631,0.06,0.0,0.0,0.727,0.123,6.816,0.007,0.637,0.643,1929.675,1.0,14.301,0.634,-0.024,0.003,-0.0,-8.124,0.046,17.425,0.165,0.535,0.055,0.75,0.631,-0.06
-1.8,-0.585,0.066,0.0,0.0,0.751,0.124,6.813,0.008,0.642,0.651,1937.799,1.0,14.311,0.588,-0.023,0.004,0.0,45.455,0.05,17.486,0.173,0.551,0.059,0.755,0.585,-0.066
-1.7,-0.535,0.059,0.0,0.0,0.774,0.124,6.809,0.008,0.641,0.651,1892.344,1.0,14.282,0.538,-0.022,-0.003,-0.0,-90.986,0.035,17.596,0.183,0.569,0.064,0.759,0.535,-0.059
-1.6,-0.501,0.053,0.0,0.0,0.796,0.126,6.812,0.008,0.661,0.671,1983.33,1.0,14.388,0.504,-0.027,-0.003,-0.0,-102.801,0.049,17.496,0.193,0.587,0.069,0.765,0.501,-0.053
-1.5,-0.451,0.055,0.0,0.0,0.822,0.128,6.815,0.008,0.656,0.667,2086.132,1.0,14.187,0.455,-0.025,-0.002,0.0,87.398,0.05,17.596,0.207,0.608,0.075,0.77,0.451,-0.055
-1.4,-0.401,0.053,0.0,0.0,0.848,0.125,6.817,0.008,0.643,0.651,1998.734,1.0,14.236,0.404,-0.019,0.005,-0.0,-64.53,0.041,17.928,0.227,0.634,0.084,0.776,0.401,-0.053
-1.3,-0.36,0.04,0.0,0.0,0.867,0.128,6.811,0.008,0.664,0.675,2063.264,1.0,14.265,0.363,-0.051,0.001,0.0,61.768,0.217,17.839,0.249,0.658,0.091,0.784,0.36,-0.04
-1.2,-0.139,0.043,0.0,0.0,0.918,0.127,6.81,0.008,0.649,0.659,2001.496,1.0,14.159,0.145,-0.007,-0.004,0.0,48.656,0.029,18.265,0.279,0.687,0.101,0.791,0.139,-0.043
-1.1,-0.113,0.03,0.0,0.0,0.925,0.125,6.814,0.008,0.639,0.647,1952.84,1.0,14.201,0.116,-0.005,-0.004,-0.0,-151.575,0.01,18.644,0.315,0.719,0.114,0.799,0.113,-0.03
-1.0,-0.104,0.024,0.0,0.0,0.93,0.128,6.819,0.008,0.635,0.643,2104.415,1.0,13.93,0.107,-0.007,0.004,0.0,104.822,0.015,18.857,0.358,0.751,0.127,0.808,0.104,-0.024
-0.9,-0.091,0.015,0.0,0.0,0.937,0.126,6.814,0.008,0.64,0.647,1999.593,1.0,14.134,0.092,-0.008,0.007,-0.0,27.634,0.018,19.366,0.413,0.787,0.146,0.819,0.091,-0.015
-0.8,-0.074,0.007,0.0,0.0,0.945,0.127,6.807,0.008,0.644,0.655,1971.959,1.0,14.114,0.074,-0.009,-0.003,0.0,5.482,0.009,19.919,0.475,0.82,0.167,0.831,0.074,-0.007
-0.7,-0.064,0.012,0.0,0.0,0.953,0.126,6.81,0.008,0.634,0.643,1966.478,1.0,14.037,0.066,-0.012,-0.009,-0.0,-107.167,0.01,20.631,0.542,0.853,0.193,0.845,0.064,-0.012
-0.6,-0.053,0.016,0.0,0.0,0.965,0.127,6.819,0.008,0.646,0.655,2073.645,1.0,14.108,0.055,-0.001,-0.004,0.0,-13.072,0.014,21.331,0.613,0.884,0.225,0.862,0.053,-0.016
-0.5,-0.039,0.014,0.0,0.0,0.966,0.126,6.823,0.008,0.655,0.663,2086.717,1.0,14.312,0.042,-0.01,0.014,-0.0,32.372,0.011,22.196,0.691,0.914,0.272,0.881,0.039,-0.014
-0.4,-0.026,0.016,0.0,0.0,0.976,0.129,6.808,0.008,0.65,0.659,2054.344,1.0,14.081,0.031,-0.008,-0.001,0.0,45.395,0.012,23.892,0.786,0.943,0.335,0.905,0.026,-0.016
-0.3,-0.018,0.006,0.0,0.0,0.983,0.126,6.809,0.008,0.654,0.667,2008.949,1.0,14.3,0.019,-0.007,-0.026,-0.0,-303.268,0.002,26.064,0.873,0.968,0.425,0.933,0.018,-0.006
-0.2,-0.017,-0.0,0.0,0.0,0.991,0.127,6.835,0.008,0.652,0.667,2312.217,1.0,14.196,0.017,-0.004,-0.048,-0.0,-413.613,0.009,29.083,0.941,0.986,0.546,0.962,0.017,0.0
-0.1,-0.008,-0.001,0.0,0.0,0.995,0.125,6.884,0.009,0.649,0.663,2725.83,1.0,14.296,0.008,0.962,0.064,0.001,710.128,-54.9,33.954,0.984,0.996,0.742,0.988,0.008,0.001
0.0,0.0,0.0,0.0,0.0,1.0,0.13,6.946,0.01,0.638,0.651,3446.368,1.0,13.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.1,0.007,-0.002,0.0,0.0,0.994,0.128,6.884,0.009,0.654,0.667,2847.05,1.0,14.182,0.007,-0.006,-0.062,-0.001,-599.318,0.007,32.724,0.985,0.996,0.735,0.988,-0.007,0.002
0.2,0.021,-0.0,0.0,0.0,0.989,0.128,6.835,0.008,0.66,0.675,2335.45,1.0,14.25,0.021,-0.006,-0.049,-0.001,-511.601,0.014,28.224,0.941,0.986,0.546,0.963,-0.021,0.0
0.3,0.029,-0.005,0.0,0.0,0.985,0.127,6.811,0.008,0.657,0.667,2023.953,1.0,14.296,0.029,-0.004,-0.024,-0.0,-311.497,0.008,25.864,0.873,0.968,0.424,0.933,-0.029,0.005
0.4,0.033,0.004,0.0,0.0,0.977,0.125,6.81,0.008,0.655,0.663,1952.553,1.0,14.374,0.034,-0.008,-0.001,-0.0,-71.4,0.004,23.809,0.785,0.944,0.338,0.906,-0.033,-0.004
0.5,0.044,0.002,0.0,0.0,0.968,0.128,6.824,0.008,0.642,0.651,2152.486,1.0,14.006,0.044,-0.009,0.014,0.0,199.933,0.01,22.343,0.692,0.914,0.27,0.882,-0.044,-0.002
0.6,0.049,-0.005,0.0,0.0,0.96,0.126,6.821,0.008,0.645,0.655,2052.818,1.0,14.158,0.049,-0.008,-0.003,-0.0,-99.667,0.005,21.365,0.613,0.884,0.226,0.862,-0.049,0.005
0.7,0.057,-0.011,0.0,0.0,0.957,0.126,6.812,0.008,0.643,0.651,1975.479,1.0,14.148,0.058,-0.003,-0.008,-0.0,-77.34,0.009,20.613,0.543,0.853,0.193,0.844,-0.057,0.011
0.8,0.076,-0.008,0.0,0.0,0.944,0.128,6.809,0.008,0.659,0.667,2011.41,1.0,14.227,0.076,-0.013,-0.003,0.0,35.931,0.018,19.704,0.476,0.821,0.166,0.83,-0.076,0.008
0.9,0.089,-0.024,0.0,0.0,0.936,0.126,6.817,0.008,0.636,0.643,2021.523,1.0,14.056,0.092,-0.008,0.008,-0.0,10.112,0.016,19.351,0.413,0.788,0.146,0.818,-0.089,0.024
1.0,0.108,-0.033,0.0,0.0,0.928,0.125,6.822,0.008,0.632,0.639,2002.602,1.0,14.099,0.113,-0.009,0.005,-0.0,-18.921,0.021,18.94,0.359,0.754,0.128,0.808,-0.108,0.033
1.1,0.137,-0.031,0.0,0.0,0.919,0.127,6.817,0.008,0.646,0.655,2034.001,1.0,14.123,0.141,-0.009,-0.005,0.0,31.399,0.027,18.537,0.315,0.721,0.113,0.801,-0.137,0.031
1.2,0.152,-0.035,0.0,0.0,0.903,0.126,6.813,0.008,0.648,0.655,1976.989,1.0,14.2,0.156,-0.015,-0.003,-0.0,-57.012,0.015,18.298,0.28,0.692,0.102,0.793,-0.152,0.035
1.3,0.351,-0.045,0.0,0.0,0.863,0.126,6.815,0.008,0.643,0.651,2000.735,1.0,14.126,0.354,-0.041,0.002,0.0,23.746,0.198,18.079,0.251,0.664,0.092,0.785,-0.351,0.045
1.4,0.404,-0.049,0.0,0.0,0.843,0.129,6.82,0.008,0.652,0.659,2124.017,1.0,14.096,0.407,-0.02,0.005,0.0,123.283,0.053,17.756,0.226,0.637,0.083,0.778,-0.404,0.049
1.5,0.464,-0.063,0.0,0.0,0.819,0.129,6.819,0.008,0.661,0.671,2096.765,1.0,14.226,0.469,-0.023,-0.001,-0.0,-27.252,0.061,17.53,0.206,0.613,0.075,0.771,-0.464,0.063
1.6,0.508,-0.059,0.0,0.0,0.797,0.126,6.816,0.008,0.654,0.663,1974.385,1.0,14.309,0.511,-0.023,-0.004,-0.0,-122.38,0.043,17.568,0.192,0.593,0.069,0.766,-0.508,0.059
1.7,0.553,-0.073,0.0,0.0,0.776,0.124,6.814,0.008,0.645,0.655,1903.983,1.0,14.321,0.558,-0.021,-0.002,-0.0,-70.402,0.047,17.571,0.182,0.575,0.064,0.76,-0.553,0.073
1.8,0.601,-0.071,0.0,0.0,0.749,0.125,6.819,0.008,0.657,0.667,1983.048,1.0,14.406,0.605,-0.027,0.005,0.0,79.065,0.048,17.349,0.171,0.557,0.059,0.755,-0.601,0.071
1.9,0.649,-0.069,0.0,0.0,0.723,0.124,6.822,0.008,0.627,0.635,1963.337,1.0,14.09,0.653,-0.025,0.003,-0.0,-19.71,0.047,17.356,0.163,0.542,0.055,0.75,-0.649,0.069
2.0,0.704,-0.07,0.0,0.0,0.707,0.126,6.82,0.008,0.642,0.651,2006.796,1.0,14.165,0.707,-0.017,-0.001,0.0,43.458,0.055,17.242,0.155,0.525,0.051,0.747,-0.704,0.07
2.1,0.772,-0.387,0.0,0.0,0.647,0.126,6.817,0.008,0.658,0.667,1983.208,1.0,14.365,0.864,-0.06,-0.003,-0.0,-23.588,0.156,17.08,0.149,0.511,0.047,0.744,-0.772,0.387
2.2,0.821,-0.412,0.0,0.0,0.62,0.122,6.816,0.007,0.651,0.659,1867.427,1.0,14.534,0.918,-0.027,-0.001,-0.0,-115.781,0.055,17.184,0.144,0.5,0.044,0.74,-0.821,0.412
2.3,0.869,-0.413,0.0,0.0,0.595,0.125,6.82,0.008,0.657,0.667,2001.095,1.0,14.396,0.962,-0.025,0.003,0.0,133.668,0.044,16.98,0.138,0.487,0.041,0.737,-0.869,0.413
2.4,0.909,-0.425,0.0,0.0,0.574,0.126,6.819,0.008,0.663,0.671,2026.744,1.0,14.395,1.004,-0.021,-0.0,0.0,25.649,0.041,16.835,0.132,0.475,0.039,0.734,-0.909,0.425
2.5,0.978,-0.091,0.0,0.0,0.589,0.123,6.819,0.008,0.653,0.663,1924.45,1.0,14.463,0.982,0.015,-0.0,-0.0,-102.294,-0.022,16.966,0.131,0.467,0.037,0.731,-0.978,0.091
2.6,0.981,-0.45,0.0,0.0,0.525,0.127,6.817,0.008,0.664,0.675,2032.004,1.0,14.356,1.079,-0.064,-0.002,0.0,107.553,0.097,16.7,0.126,0.455,0.034,0.73,-0.981,0.45
2.7,1.01,-0.405,0.0,0.0,0.493,0.125,6.819,0.008,0.644,0.651,1980.929,1.0,14.228,1.088,-0.032,0.002,-0.0,-51.075,0.009,16.865,0.124,0.449,0.033,0.729,-1.01,0.405
2.8,0.297,-0.081,0.0,0.0,0.545,0.129,6.819,0.008,0.652,0.659,2105.978,1.0,14.103,0.308,0.053,0.0,0.0,125.05,-0.78,16.671,0.12,0.438,0.03,0.727,-0.297,0.081
2.9,0.321,-0.09,0.0,0.0,0.519,0.126,6.819,0.008,0.647,0.655,1998.687,1.0,14.228,0.333,-0.026,-0.0,-0.0,-107.291,0.025,16.756,0.118,0.431,0.029,0.725,-0.321,0.09
3.0,0.304,-0.123,0.0,0.0,0.5,0.128,6.818,0.008,0.645,0.655,2054.637,1.0,14.055,0.328,-0.019,-0.001,0.0,55.95,-0.006,16.654,0.115,0.421,0.028,0.724,-0.304,0.123
3.1,0.316,-0.15,0.0,0.0,0.48,0.129,6.82,0.008,0.657,0.667,2084.992,1.0,14.168,0.35,-0.02,0.002,0.0,30.355,0.022,16.533,0.113,0.413,0.026,0.722,-0.316,0.15
3.2,1.724,-0.429,0.0,0.0,0.43,0.131,6.821,0.009,0.66,0.667,2176.174,1.0,14.04,1.777,-0.051,0.001,0.0,91.182,1.427,16.391,0.11,0.403,0.025,0.72,-1.724,0.429
3.3,1.28,-1.11,0.0,0.0,0.312,0.129,6.82,0.008,0.657,0.667,2081.213,1.0,14.164,1.694,-0.117,-0.001,-0.0,-94.96,-0.082,16.462,0.109,0.398,0.024,0.717,-1.28,1.11
3.4,1.259,-1.126,0.0,0.0,0.3,0.126,6.818,0.008,0.66,0.667,1969.114,1.0,14.411,1.69,-0.012,-0.002,-0.0,-112.1,-0.005,16.504,0.109,0.393,0.023,0.716,-1.259,1.126
3.5,1.229,-1.071,0.0,0.0,0.288,0.125,6.819,0.008,0.657,0.667,1946.718,1.0,14.419,1.63,-0.012,0.0,-0.0,-22.396,-0.06,16.523,0.108,0.388,0.022,0.714,-1.229,1.071
3.6,1.234,-1.127,0.0,0.0,0.278,0.125,6.82,0.008,0.662,0.671,1972.926,1.0,14.466,1.671,-0.01,0.002,0.0,26.209,0.042,16.449,0.106,0.381,0.021,0.713,-1.234,1.127
3.7,-2.694,0.155,0.0,0.0,0.213,0.127,6.821,0.008,0.662,0.671,2047.367,1.0,14.338,2.699,-0.065,0.001,0.0,74.441,1.027,16.36,0.104,0.374,0.02,0.712,2.694,-0.155
3.8,-2.683,0.116,0.0,0.0,0.205,0.125,6.821,0.008,0.662,0.671,1985.244,1.0,14.457,2.685,-0.008,-0.001,-0.0,-62.123,-0.014,16.385,0.103,0.369,0.02,0.71,2.683,-0.116
3.9,2.053,-1.304,0.0,0.0,0.278,0.124,6.821,0.008,0.638,0.647,1952.138,1.0,14.222,2.432,0.073,-0.0,-0.0,-33.106,-0.253,16.503,0.101,0.363,0.019,0.708,-2.053,1.304
4.0,2.086,-1.271,0.0,0.0,0.267,0.126,6.821,0.008,0.645,0.655,2028.913,1.0,14.162,2.443,-0.012,0.0,0.0,76.775,0.011,16.391,0.098,0.355,0.018,0.708,-2.086,1.271
4.1,-2.735,0.102,0.0,0.0,0.18,0.124,6.82,0.008,0.656,0.663,1955.027,1.0,14.458,2.737,-0.087,-0.001,-0.0,-73.886,0.294,16.384,0.096,0.351,0.018,0.707,2.735,-0.102
4.2,-2.733,0.128,0.0,0.0,0.175,0.121,6.819,0.007,0.66,0.667,1849.372,1.0,14.746,2.736,-0.005,-0.001,-0.0,-105.655,-0.001,16.427,0.095,0.348,0.017,0.705,2.733,-0.128
4.3,2.193,-1.222,0.0,0.0,0.239,0.124,6.819,0.008,0.663,0.671,1955.103,1.0,14.529,2.51,0.063,-0.0,0.0,105.731,-0.226,16.265,0.091,0.339,0.016,0.705,-2.193,1.222
4.4,2.785,-0.652,0.0,0.0,0.272,0.125,6.82,0.008,0.662,0.671,1978.447,1.0,14.469,2.86,0.033,0.001,0.0,23.344,0.35,16.231,0.089,0.333,0.016,0.704,-2.785,0.652
4.5,-15.163,-39.434,0.0,0.0,0.034,0.129,6.82,0.008,0.655,0.663,2121.858,1.0,14.105,42.248,-0.237,0.001,0.001,143.411,39.388,16.118,0.084,0.325,0.015,0.703,15.163,39.434
4.6,-2.813,-0.573,0.0,0.0,0.119,0.128,6.82,0.008,0.66,0.667,2072.235,1.0,14.282,2.871,0.085,-0.0,-0.0,-49.622,-39.378,16.113,0.083,0.32,0.015,0.702,2.813,0.573
4.7,2.067,-1.024,0.0,0.0,0.206,0.127,6.82,0.008,0.66,0.667,2058.973,1.0,14.287,2.307,0.086,-0.001,-0.0,-13.262,-0.564,16.092,0.08,0.314,0.014,0.702,-2.067,1.024
4.8,2.069,-0.974,0.0,0.0,0.188,0.126,6.82,0.008,0.667,0.675,2022.108,1.0,14.462,2.287,-0.017,0.0,-0.0,-36.865,-0.02,16.042,0.078,0.308,0.014,0.701,-2.069,0.974
4.9,2.052,-1.025,0.0,0.0,0.187,0.125,6.82,0.008,0.653,0.663,1984.973,1.0,14.347,2.294,-0.001,-0.0,-0.0,-37.136,0.007,16.173,0.077,0.304,0.014,0.701,-2.052,1.025
5.0,0.542,-54.905,0.0,0.0,0.033,0.126,6.82,0.008,0.656,0.667,2015.702,1.0,14.339,54.908,-0.154,0.0,0.0,30.729,52.614,16.117,0.075,0.297,0.013,0.7,-0.542,54.905
-5.0,-0.562,0.85,0.0,0.0,0.252,0.158,7.106,0.005,0.638,0.651,807.375,1.0,12.092,1.019,-0.008,-0.0,0.0,17.76,0.033,15.615,0.254,0.439,0.045,0.622,0.562,-0.85
-4.9,-0.499,0.85,0.0,0.0,0.26,0.157,7.107,0.005,0.638,0.651,789.615,1.0,12.162,0.986,0.014,0.0,-0.0,-4.621,-1.421,15.704,0.257,0.446,0.046,0.626,0.499,-0.85
-4.8,-2.301,-0.705,0.0,0.0,0.246,0.158,7.106,0.005,0.638,0.651,794.235,1.0,12.094,2.407,-0.01,-0.001,-0.0,9.492,-0.052,15.732,0.26,0.452,0.047,0.627,2.301,0.705
-4.7,-2.382,-0.608,0.0,0.0,0.256,0.159,7.107,0.005,0.634,0.647,784.744,1.0,12.015,2.458,-0.019,0.001,-0.0,-5.254,1.527,15.773,0.263,0.458,0.048,0.629,2.382,0.608
